Fecha,Apertura,Cierre,Máximo,Mínimo,Volumen,Precio,Media_Móvil_20
2023-03-30 01:18:11.515986,98.07356270618986,98.83404205742934,98.98670086896185,97.41365348835514,2939,100.0,101.6827225471205
2023-03-31 01:18:11.515986,102.16214090248499,102.22765032108019,102.2536649680912,102.07923716436758,2635,100.49671415301123,101.6827225471205
2023-04-01 01:18:11.515986,98.82329722315123,98.81773866756603,99.46152019948477,97.87749706413737,9095,100.35776307348756,101.6827225471205
2023-04-02 01:18:11.515986,101.31691914074032,102.29036427247051,102.94185397305478,100.46738504744388,7265,101.00776880200878,101.6827225471205
2023-04-03 01:18:11.515986,101.61935661350935,102.0564824250057,102.40409105641156,100.8012290116964,2895,102.54614727815496,101.6827225471205
2023-04-04 01:18:11.515986,102.52774147204707,103.8527941307661,103.92726893105834,101.68395476405703,7524,102.3060320136544,101.6827225471205
2023-04-05 01:18:11.515986,102.68469372069237,103.56914604788014,103.9933951962885,101.72694279211552,2073,102.06649578352217,101.6827225471205
2023-04-06 01:18:11.515986,105.04582631786461,104.94705650748222,105.37274730719972,104.37587799012067,6184,103.67834296527487,101.6827225471205
2023-04-07 01:18:11.515986,103.24715273641672,105.68603224419769,106.40165418184016,103.04036725552535,3402,104.47400657580064,101.6827225471205
2023-04-08 01:18:11.515986,101.94959271970062,103.17112178760081,103.79611103481766,101.32078434353308,5895,103.98352787496727,101.6827225471205
2023-04-09 01:18:11.515986,103.02919004681202,102.79514393036376,103.40482801193542,102.03149782971578,8331,104.54770094912791,101.6827225471205
2023-04-10 01:18:11.515986,105.72829733720998,103.65936065043597,105.95867142484835,102.89444019835682,2956,104.06320840550099,101.6827225471205
2023-04-11 01:18:11.515986,105.12763484116522,102.2259207211484,106.16633368376465,101.69286465510237,8023,103.57855508143675,101.6827225471205
2023-04-12 01:18:11.515986,104.23374899177863,104.63884054383678,105.11390257630661,104.16239190210548,4907,103.82917610616707,101.6827225471205
2023-04-13 01:18:11.515986,102.25210906060106,101.21568862883643,102.95588398280708,100.84006411261366,1807,101.84263299153682,101.6827225471205
2023-04-14 01:18:11.515986,100.74664522448577,101.990006848643,102.13335682990214,99.81900375611167,9378,100.085931253965,101.6827225471205
2023-04-15 01:18:11.515986,98.2308374898092,100.08436001143369,100.57035935461924,97.65672843105442,5827,99.52316054399927,101.6827225471205
2023-04-16 01:18:11.515986,100.14819335187542,99.78592796212989,100.17577087933304,99.24874843703562,5524,98.51515900206925,101.6827225471205
2023-04-17 01:18:11.515986,98.5036409902707,97.37211411068432,99.00153268498416,97.11032575986951,3284,98.82474026143524,101.6827225471205
2023-04-18 01:18:11.515986,97.46963028064293,99.34543313147437,100.30314040003826,97.11050448062723,6313,97.9273878272901,101.6827225471205
2023-04-19 01:18:11.515986,96.6174116111018,98.17694852748477,98.55415095433197,95.75235139480078,1757,96.54435570438432,101.50994033233972
2023-04-20 01:18:11.515986,96.18419996391782,97.90866062076618,97.94684109437378,95.54316781359898,5887,97.95935686522887,101.38307246795061
2023-04-21 01:18:11.515986,96.43351350154636,98.15358663691303,98.18397085597219,95.67420852679372,4854,97.73818785331815,101.25209370694213
2023-04-22 01:18:11.515986,98.73541608635652,98.84016900632187,99.22365577557551,98.28681624242135,4558,97.80418869687,101.0919147016852
2023-04-23 01:18:11.515986,94.8018179716393,95.1567635410551,95.3090380914521,94.20433214987915,1961,96.41072529237056,100.78514360239599
2023-04-24 01:18:11.515986,96.28151519897528,95.89572397948436,96.30399895115077,95.65753471963369,4847,95.88588195928946,100.46413609967775
2023-04-25 01:18:11.515986,95.01446067671252,95.60313854005898,96.32610248906255,94.3441708735332,7726,95.99224106272484,100.16042336363788
2023-04-26 01:18:11.515986,94.46719858309781,93.54519076696285,94.90035242444746,93.14519028362798,4575,94.88737653326915,99.72087504203759
2023-04-27 01:18:11.515986,94.43884150531528,94.73920517445964,95.01323337243521,94.0209066479905,3418,95.24386652656483,99.25936803957578
2023-04-28 01:18:11.515986,94.12524609435884,93.03651891013517,94.97245160542705,92.43241202284247,5198,94.67179501443165,98.79378139654901
2023-04-29 01:18:11.515986,95.22272247089006,92.6051917019039,95.33331315064238,91.73814723752483,2001,94.39564330555746,98.28617851437049
2023-04-30 01:18:11.515986,93.06623470296591,92.4583987652318,93.95587236389132,92.39921952204935,6244,93.82765847813144,97.77440101800201
2023-05-01 01:18:11.515986,95.81944771939247,97.33592281062342,97.64152521230089,95.02918330426354,8119,95.56560772715743,97.37375365028804
2023-05-02 01:18:11.515986,95.4611710643155,95.74201627556579,96.5925918641003,95.18205872312174,5066,95.55270902231032,96.95993029609522
2023-05-03 01:18:11.515986,95.1609897947013,96.30362862660841,96.88428449520379,94.73855164790179,3845,94.54203757606791,96.59490052532176
2023-05-04 01:18:11.515986,96.98522727958199,95.06231704807306,97.78701129136431,95.04148572999716,9849,95.31968829594854,96.35658837742093
2023-05-05 01:18:11.515986,95.03190612015426,93.44723844821917,95.96703258562638,93.16591920202633,6316,94.15598393421527,96.08822954693173
2023-05-06 01:18:11.515986,93.27679637649251,94.37582154648244,94.6480065478086,92.80795805577978,1422,94.35264150717238,95.88010367218689
2023-05-07 01:18:11.515986,90.76895030206981,92.2798254189363,93.16675956690987,90.71795986634066,7715,92.50364098046494,95.56404870813837
2023-05-08 01:18:11.515986,90.40704635678497,89.8353019647101,90.75916543406069,89.39412463328294,5266,91.27502052623932,95.23143034308585
2023-05-09 01:18:11.515986,91.80251862636402,91.96987482605232,92.3244296422784,90.95140771861927,8549,91.45470565968706,94.97694784085098
2023-05-10 01:18:11.515986,90.47698128281021,91.08361123352557,91.3936481002538,90.38162468058947,7316,92.13006809681703,94.68548340243038
2023-05-11 01:18:11.515986,92.274535747137,92.72941089815802,93.23145498300924,91.5691516142433,3710,92.2879498109737,94.41297150031316
2023-05-12 01:18:11.515986,92.53830406210378,92.73504918216585,92.87799566376928,92.15920141707628,9644,92.18122038216599,94.13182308457797
2023-05-13 01:18:11.515986,91.29431560140698,90.624451746947,91.79982271237095,90.03070416016921,9069,91.90365932095598,93.90646978600724
2023-05-14 01:18:11.515986,91.52603163164558,88.95614233322466,92.02183254960211,88.72464589471778,2657,90.54484350794328,93.63941786343993
2023-05-15 01:18:11.515986,88.47849819585767,90.90260243908344,91.59519101477181,88.33738183722248,3541,89.8930616959513,93.33445889510125
2023-05-16 01:18:11.515986,87.95832989431756,89.3350987192374,90.07984073570721,87.81718965869982,7763,89.47897940137695,93.06403903850665
2023-05-17 01:18:11.515986,91.25023923073053,88.82676212164831,91.65214301656168,88.76414640877695,4075,90.42488158042275,92.82308979119954
2023-05-18 01:18:11.515986,90.71923408704262,92.5316776608266,92.81143168857803,90.55081681824838,4164,90.7355980118537,92.62627994107064
2023-05-19 01:18:11.515986,89.80762961753037,87.55918800008267,90.0405321415819,86.97760290004719,3053,89.1358929836962,92.36329242497757
2023-05-20 01:18:11.515986,89.19164611849834,90.12240732849945,90.29780701537297,88.40525174812285,9479,89.42476812383326,92.14314790726266
2023-05-21 01:18:11.515986,88.17678476155803,90.80386185059812,90.85620808149832,87.45891490808575,6737,89.080409187485,91.81888798027904
2023-05-22 01:18:11.515986,89.60673809068602,87.55433760498427,89.9135945541773,86.9544727982692,4217,88.47740429973234,91.46512274415014
2023-05-23 01:18:11.515986,90.08474289260225,87.74474119455611,90.32819483123146,87.64784304180972,2447,89.01859960281567,91.18895084548754
2023-05-24 01:18:11.515986,90.63679277846808,88.5743302069495,91.5127225018709,88.31818436335028,7009,89.93638093965328,90.91978547767278
2023-05-25 01:18:11.515986,89.94660922428261,90.05964097262236,90.56191153921577,89.66794844478635,1607,90.77394057519689,90.75068330972185
2023-05-26 01:18:11.515986,90.33702401133445,88.57572079111263,90.65074375346929,88.35431962417348,5552,90.01214975937013,90.53365872233175
2023-05-27 01:18:11.515986,89.23480731439979,90.42355591049635,90.94843535622321,88.77524300629956,2764,89.73382105254443,90.3951677259357
2023-05-28 01:18:11.515986,88.56026416512185,88.45478276497676,88.68353713154274,87.98105980143539,3671,90.03107638729263,90.33297051898838
2023-05-29 01:18:11.515986,92.42687873816251,90.94363255531346,92.83729451578202,90.6190674854124,7519,90.90937016588468,90.30570374429826
2023-05-30 01:18:11.515986,89.15942058314434,92.27127708042137,92.8491114863125,88.84398421912896,4962,90.47375588426235,90.22288813367052
2023-05-31 01:18:11.515986,91.93214471007485,91.43991647894734,92.3815989722827,90.68228593224038,4177,90.3057832349383,90.12377980486875
2023-06-01 01:18:11.515986,89.11381692466644,89.71829347796866,90.07876256147198,88.41044794081535,4722,89.3066987714601,89.98005372433346
2023-06-02 01:18:11.515986,87.12707138498693,87.55457125723689,88.42473095308496,86.85889789099843,5906,88.23840612500813,89.79679106453607
2023-06-03 01:18:11.515986,89.10445852436746,89.39621393837281,90.18318200647455,88.29023227939594,8263,88.95536596004288,89.71731718714105
2023-06-04 01:18:11.515986,91.50683316780072,90.25933853859468,92.07729221789181,89.39933400675181,6054,90.16181424075465,89.73075481438121
